sale_quantity,compartment_mean,displacement_mean,avg_price_mean,power_mean,cylinder_number_mean,engine_torque_mean,car_length_mean,car_width_mean,car_height_mean,total_quality_mean,equipment_quality_mean,rated_passenger_mean,wheelbase_mean,front_track_mean,rear_track_mean,max_price_mean,min_price_mean,compartment_count,type_id_count,level_id_count,department_id_count,TR_count,gearbox_type_count,displacement_count,if_charging_count,driven_type_id_count,fuel_type_id_count,newenergy_type_id_count,emission_standards_id_count,if_MPV_id_count,if_luxurious_id_count,rated_passenger_count,max_price_count,min_price_count,avg_price_count,compartment_label_mean,displacement_label_mean,power_label_mean,cylinder_number_label_mean,engine_torque_label_mean,car_length_label_mean,car_width_label_mean,car_height_label_mean,total_quality_label_mean,equipment_quality_label_mean,rated_passenger_label_mean,wheelbase_label_mean,front_track_label_mean,rear_track_label_mean,max_price_label_mean,min_price_label_mean,avg_price_label_mean,sales,sale_date,class_id,label
499,3.0,1.7,12.5,96.5,4.0,163.5,4545.0,1760.0,1490.0,1780.0,1296.25,5.0,2600.0,1530.0,1527.5,15.0,10.0,1,1,1,1,4,3,2.0,1,1,1,1,1,1,1,1.0,1,1,1.0,3.0,1.67014028056,94.5591182365,4.0,160.663326653,4545.0,1760.0,1490.0,1777.01402806,1295.69138277,5.0,2600.0,1531.49298597,1529.73947896,15.0,10.0,12.5,499,1,304458,167
478,3.0,1.6,17.5,96.0,4.0,205.0,4544.0,1760.0,1461.0,1913.33333333,1403.5,5.0,2578.0,1539.0,1528.0,20.0,15.0,1,1,1,1,3,3,3.0,2,1,1,1,1,1,1,1.0,1,1,1.0,3.0,1.55774058577,81.1338912134,4.0,167.625523013,4544.0,1760.0,1461.0,1888.66108787,1382.5460251,5.0,2578.0,1539.0,1528.0,20.0,15.0,17.5,478,1,321683,248
2522,3.0,1.65,12.5,104.5,4.0,179.25,4598.0,1797.0,1477.0,1812.5,1402.5,5.0,2685.0,1544.0,1558.0,15.0,10.0,1,1,1,1,2,2,2.0,2,1,1,1,1,1,1,1.0,1,1,1.0,3.0,1.63156225218,91.006740682,4.0,156.844171293,4598.0,1797.0,1477.0,1790.2260111,1380.2260111,5.0,2685.0,1544.0,1558.0,15.0,10.0,12.5,2522,1,349023,1571
460,3.0,1.73333333333,12.5,92.3333333333,4.0,165.0,4665.0,1700.0,1510.0,1678.33333333,1226.66666667,5.0,2700.0,1475.0,1480.0,15.0,10.0,1,1,1,1,3,3,2.0,1,1,1,1,1,1,1,1.0,1,1,1.0,3.0,1.60782608696,86.3717391304,4.0,153.704347826,4665.0,1700.0,1510.0,1661.07608696,1202.73913043,5.0,2700.0,1475.0,1480.0,15.0,10.0,12.5,460,1,354068,202
245,3.0,1.8,12.5,93.0,4.0,171.0,4558.0,1805.0,1505.0,1791.0,1379.0,5.0,2612.0,1525.0,1522.0,15.0,10.0,1,1,1,1,2,2,2.0,1,1,1,1,1,1,1,1.0,1,1,1.0,3.0,1.65714285714,82.2857142857,4.0,150.285714286,4558.0,1805.0,1505.0,1788.48571429,1367.51428571,5.0,2612.0,1525.0,1522.0,15.0,10.0,12.5,245,1,379876,154
738,3.0,2.35,22.5,164.75,4.5,309.0,5000.0,1858.0,1498.5,2187.5,1767.5,5.0,2837.0,1565.0,1574.0,25.0,20.0,1,1,1,1,1,1,3.0,2,1,1,1,1,1,1,1.0,1,1,1.0,3.0,2.41165311653,139.424119241,4.06775067751,244.281842818,5000.0,1858.0,1497.06504065,2131.0501355,1711.0501355,5.0,2837.0,1565.0,1574.0,25.0,20.0,22.5,738,1,384924,496
102,3.0,2.1,17.5,114.0,4.0,210.0,4805.0,1860.0,1458.0,2084.33333333,1563.33333333,5.0,2815.0,1584.0,1551.0,20.0,15.0,1,1,1,1,2,2,2.0,1,1,1,1,1,1,1,1.0,1,1,1.0,3.0,2.16470588235,117.882352941,4.0,216.470588235,4805.0,1860.0,1458.0,2109.28431373,1584.80392157,5.0,2815.0,1584.0,1551.0,20.0,15.0,17.5,102,1,395234,130
120,2.0,2.0,12.5,98.0,4.0,186.0,4640.0,1825.0,1690.0,2030.0,1560.0,5.0,2680.0,1565.0,1565.0,15.0,10.0,1,1,1,1,1,1,1.0,1,1,1,1,1,1,1,1.0,1,1,1.0,2.0,2.0,98.0,4.0,186.0,4640.0,1825.0,1690.0,2030.0,1560.0,5.0,2680.0,1565.0,1565.0,15.0,10.0,12.5,120,1,409854,52
1994,3.0,1.6,12.5,86.8,4.0,186.0,4608.0,1743.0,1465.0,1671.6,1296.6,5.0,2610.0,1517.0,1493.0,15.0,10.0,1,1,1,1,3,3,3.0,2,1,1,1,1,1,1,1.0,1,1,1.0,3.0,1.57622868606,79.4794383149,4.0,163.425275827,4608.0,1743.0,1465.0,1650.94383149,1275.94383149,5.0,2610.0,1517.0,1493.0,15.0,10.0,12.5,1994,1,425432,1274
96,3.0,2.25,42.5,136.0,5.0,225.0,4531.0,1817.0,1421.0,1945.0,1525.0,5.0,2760.0,1503.0,1532.0,50.0,35.0,1,1,1,1,1,1,2.0,1,1,1,1,1,1,1,1.0,1,1,1.0,3.0,2.05208333333,117.0,4.20833333333,205.208333333,4531.0,1817.0,1421.0,1917.29166667,1493.33333333,5.0,2760.0,1505.375,1534.375,50.0,35.0,42.5,96,1,453752,10
969,3.0,2.13333333333,22.5,120.666666667,4.0,201.0,4945.0,1845.0,1480.0,1966.66666667,1470.0,5.0,2800.0,1590.0,1585.0,25.0,20.0,1,1,1,1,1,2,2.0,1,1,1,1,1,1,1,1.0,1,1,1.0,3.0,2.07636738906,118.245614035,4.0,195.873065015,4945.0,1845.0,1480.0,1959.54592363,1473.31785346,5.0,2800.0,1590.0,1585.0,25.0,20.0,22.5,969,1,468392,443
319,3.0,1.73333333333,12.5,88.0,4.0,161.333333333,4680.0,1815.0,1525.0,1826.33333333,1424.33333333,5.0,2710.0,1522.0,1503.0,15.0,10.0,1,1,1,1,3,3,2.0,1,1,1,1,1,1,1,1.0,1,1,1.0,3.0,1.72664576803,87.4984326019,4.0,160.363636364,4680.0,1815.0,1525.0,1821.17868339,1423.22884013,5.0,2710.0,1522.0,1503.0,15.0,10.0,12.5,319,1,472603,160
182,2.0,2.0,42.5,155.0,4.0,350.0,4629.0,1880.0,1653.0,2320.0,1900.0,5.0,2807.0,1617.0,1613.0,50.0,35.0,1,1,1,1,1,1,1.0,1,1,1,1,1,1,1,1.0,1,1,1.0,2.0,2.0,155.0,4.0,350.0,4629.0,1880.0,1653.0,2320.0,1900.0,5.0,2807.0,1617.0,1613.0,50.0,35.0,42.5,182,1,482497,125
199,3.0,2.2,42.5,155.0,4.66666666667,293.333333333,5012.0,1855.0,1464.0,2326.66666667,1786.66666667,5.0,3014.0,1580.0,1599.0,50.0,35.0,1,1,1,1,2,1,2.0,2,1,1,1,1,1,1,1.0,1,1,1.0,3.0,2.43316582915,162.889447236,5.05527638191,296.884422111,5012.0,1855.0,1464.0,2345.07537688,1805.07537688,5.0,3014.0,1580.0,1599.0,50.0,35.0,42.5,199,1,527809,78
428,3.0,2.25,22.5,137.5,5.0,211.0,4850.0,1795.0,1475.0,2000.0,1533.0,5.0,2775.0,1560.0,1560.0,25.0,20.0,1,1,1,1,1,1,2.0,1,1,1,1,1,1,1,1.0,1,1,1.0,3.0,2.14485981308,123.411214953,4.57943925234,202.168224299,4850.0,1795.0,1475.0,1974.76635514,1512.39252336,5.0,2775.0,1560.0,1560.0,25.0,20.0,22.5,428,1,559132,276
301,2.0,1.9,6.5,84.43,4.0,184.446666667,4893.33333333,1711.66666667,1953.33333333,2304.16666667,1751.66666667,7.5,2900.0,1445.0,1420.0,8.0,5.0,1,1,1,1,1,1,3.0,2,1,2,1,2,1,1,1.0,1,1,1.0,2.0,1.80598006645,85.0085049834,4.0,156.843056478,4833.73754153,1705.54817276,1949.2358804,2217.2923588,1653.72093023,7.5,2879.06976744,1445.0,1420.0,8.0,5.0,6.5,301,1,576298,436
467,3.0,1.5,12.5,85.75,4.0,185.0,4540.0,1775.0,1467.0,1825.0,1305.0,5.0,2610.0,1517.0,1493.0,15.0,10.0,1,1,1,1,3,3,2.0,2,1,1,1,1,1,1,1.0,1,1,1.0,3.0,1.58972162741,76.7237687366,4.0,154.164882227,4540.0,1775.0,1467.0,1822.60171306,1284.52890792,5.0,2610.0,1517.0,1493.0,15.0,10.0,12.5,467,1,580470,295
506,2.0,1.6,12.5,116.5,4.0,197.0,4295.0,1760.0,1523.0,1690.0,1266.0,5.0,2700.0,1535.0,1535.0,15.0,10.0,1,1,1,1,3,2,1.0,2,1,1,1,1,1,1,1.0,1,1,1.0,2.0,1.6,95.5079051383,4.0,158.588932806,4295.0,1760.0,1523.0,1644.0513834,1216.22727273,5.0,2700.0,1539.46640316,1539.46640316,15.0,10.0,12.5,506,1,580634,322
1321,3.0,2.13333333333,17.5,124.666666667,4.0,209.0,4845.0,1830.0,1460.0,1925.0,1462.33333333,5.0,2795.0,1599.0,1599.0,20.0,15.0,1,1,1,1,1,2,2.0,1,1,1,1,1,1,1,1.0,1,1,1.0,3.0,2.02240726722,121.616199849,4.0,199.848599546,4845.0,1830.0,1460.0,1930.59046177,1448.28084784,5.0,2795.0,1600.66389099,1600.66389099,20.0,15.0,17.5,1321,1,597927,968
513,3.0,2.52857142857,62.5,151.0,5.42857142857,307.142857143,5035.0,1855.0,1485.0,2281.42857143,1802.14285714,5.0,2945.0,1612.0,1622.0,75.0,50.0,1,1,1,1,2,3,5.0,2,2,2,1,1,1,1,1.0,1,1,1.0,3.0,2.28382066277,131.986354776,5.17348927875,262.768031189,5035.0,1855.0,1485.0,2232.53411306,1762.31968811,5.0,2945.0,1612.0,1622.0,75.0,50.0,62.5,513,1,603972,247
240,3.0,1.7,42.5,125.0,4.0,250.0,4581.0,1770.0,1448.0,2000.0,1557.5,5.0,2760.0,1541.0,1544.0,50.0,35.0,1,1,1,1,2,1,2.0,1,1,1,1,1,1,1,1.0,1,1,1.0,3.0,1.68833333333,123.833333333,4.0,247.666666667,4581.0,1770.0,1448.0,1998.83333333,1556.04166667,5.0,2760.0,1541.0,1544.0,50.0,35.0,42.5,240,1,614059,135
186,2.0,1.65,17.5,99.25,4.0,202.5,4202.5,1786.0,1476.5,1782.5,1350.0,5.0,2578.0,1538.25,1513.25,20.0,15.0,1,1,1,1,3,2,3.0,2,1,1,1,1,1,1,1.0,1,1,1.0,2.0,1.50107526882,90.4623655914,4.0,196.747311828,4199.52688172,1786.0,1478.62365591,1781.50537634,1343.19892473,5.0,2578.0,1539.73655914,1513.03763441,20.0,15.0,17.5,186,1,628041,99
54,2.0,1.4,9.0,80.5,4.0,136.0,3900.0,1695.0,1525.0,1510.0,1092.5,5.0,2500.0,1490.0,1475.0,10.0,8.0,1,1,1,1,1,2,2.0,1,1,1,1,1,1,1,1.0,1,1,1.0,2.0,1.36666666667,78.0,4.0,133.0,3900.0,1695.0,1525.0,1510.0,1087.5,5.0,2500.0,1490.0,1475.0,10.0,8.0,9.0,54,1,651347,27
373,3.0,1.9,42.5,125.0,4.0,285.0,4763.0,1826.0,1426.0,2050.0,1612.5,5.0,2869.0,1564.0,1550.0,50.0,35.0,1,1,1,1,1,1,2.0,1,1,1,1,1,1,1,1.0,1,1,1.0,3.0,1.97533512064,130.273458445,4.0,311.367292225,4763.0,1826.0,1426.0,2053.76675603,1614.38337802,5.0,2869.0,1564.0,1550.0,50.0,35.0,42.5,373,1,682651,281
192,3.0,1.85714285714,12.5,106.714285714,4.0,178.571428571,4530.0,1755.0,1450.0,1691.42857143,1270.0,5.0,2674.28571429,1495.0,1520.0,15.0,10.0,1,1,1,1,1,2,2.0,1,1,1,1,1,1,1,1.0,1,1,1.0,3.0,1.82604166667,105.270833333,4.0,176.083333333,4533.90625,1755.0,1450.0,1685.20833333,1276.92708333,5.0,2670.9375,1495.0,1520.0,15.0,10.0,12.5,192,1,713651,173
298,2.0,1.8,30.0,122.5,4.0,253.75,4525.0,1809.0,1665.0,2045.0,1623.125,5.0,2684.0,1569.0,1571.0,35.0,25.0,1,1,1,1,1,2,3.0,1,2,1,1,1,1,1,1.0,1,1,1.0,2.0,1.82953020134,123.006711409,4.0,255.033557047,4525.0,1809.0,1665.0,2073.18791946,1638.79194631,5.0,2684.0,1569.0,1571.0,35.0,25.0,30.0,298,1,714152,131
877,3.0,1.65,12.5,105.25,4.0,178.0,4671.0,1815.0,1478.0,1835.0,1425.0,5.0,2685.0,1544.0,1558.0,15.0,10.0,1,1,1,1,2,2,2.0,2,1,1,1,1,1,1,1.0,1,1,1.0,3.0,1.64515393387,94.65336374,4.0,158.615735462,4671.0,1815.0,1478.0,1813.66020525,1403.66020525,5.0,2685.0,1544.0,1558.0,15.0,10.0,12.5,877,1,735971,490
640,2.0,2.1,17.5,122.375,4.0,203.875,4445.0,1855.0,1635.0,2010.0,1486.0,5.0,2640.0,1614.0,1615.0,20.0,15.0,1,1,1,1,2,2,2.0,1,2,1,1,1,1,1,1.0,1,1,1.0,2.0,2.019375,121.021875,4.0,198.721875,4446.703125,1855.0,1635.0,1984.640625,1458.83125,5.0,2640.0,1614.0,1615.0,20.0,15.0,17.5,640,1,819061,430
159,3.0,1.73333333333,22.5,120.333333333,4.0,250.0,4865.0,1820.0,1475.0,1976.66666667,1521.66666667,5.0,2812.0,1552.0,1551.0,25.0,20.0,1,1,1,1,2,1,3.0,1,1,1,1,1,1,1,1.0,1,1,1.0,3.0,1.8,121.622641509,4.0,253.018867925,4865.0,1820.0,1475.0,1992.95597484,1538.4591195,5.0,2812.0,1552.0,1551.0,25.0,20.0,22.5,159,1,883691,122
660,2.44444444444,1.48888888889,12.5,69.2222222222,4.0,141.555555556,4064.22222222,1667.77777778,1463.33333333,1563.88888889,1131.66666667,5.0,2467.22222222,1450.55555556,1442.22222222,15.0,10.0,2,1,1,1,2,2,2.0,1,1,1,1,1,1,1,1.0,1,1,1.0,2.18181818182,1.48181818182,68.7272727273,4.0,141.13030303,4007.78181818,1676.18181818,1462.54545455,1579.8030303,1121.5,5.0,2469.02272727,1457.90909091,1450.36363636,15.0,10.0,12.5,660,1,914348,307
182,2.0,1.9,17.5,101.75,4.0,187.0,4315.0,1783.0,1606.0,1902.5,1389.25,5.0,2630.0,1540.0,1545.0,20.0,15.0,1,1,1,1,3,2,2.0,1,1,1,1,1,1,1,1.0,1,1,1.0,2.0,1.95384615385,104.038461538,4.0,192.923076923,4315.0,1783.0,1606.0,1917.30769231,1408.63186813,5.0,2630.0,1540.0,1545.0,20.0,15.0,17.5,182,1,961362,51
16,3.0,1.6,9.0,70.0,4.0,140.0,4415.0,1674.0,1415.0,1545.0,1091.0,5.0,2471.0,1429.0,1422.0,10.0,8.0,1,1,1,1,1,1,1.0,1,1,1,1,1,1,1,1.0,1,1,1.0,3.0,1.6,70.0,4.0,140.0,4415.0,1674.0,1415.0,1545.0,1091.0,5.0,2471.0,1429.0,1422.0,10.0,8.0,9.0,16,1,961962,5
156,2.0,2.6,42.5,145.333333333,4.66666666667,246.666666667,5241.66666667,1867.66666667,1764.66666667,2440.0,1870.0,7.0,3088.0,1593.0,1601.0,50.0,35.0,1,1,1,1,1,1,2.0,1,1,1,1,1,1,1,1.0,1,1,1.0,2.0,2.71538461538,158.217948718,5.05128205128,259.166666667,5242.49358974,1868.26282051,1765.08974359,2441.73076923,1887.30769231,7.0,3088.0,1593.0,1601.0,50.0,35.0,42.5,156,2,125403,91
351,3.0,2.27142857143,17.5,121.857142857,4.0,214.142857143,4825.0,1822.85714286,1482.14285714,2000.0,1500.71428571,5.0,2775.0,1575.0,1560.0,20.0,15.0,1,1,1,1,3,1,3.0,1,1,1,1,1,1,1,1.0,1,1,1.0,3.0,2.25384615385,121.660968661,4.0,212.794871795,4825.0,1823.04843305,1481.95156695,2000.0,1497.56410256,5.0,2775.0,1575.0,1560.0,20.0,15.0,17.5,351,2,136916,274
1493,1.0,1.07142857143,2.5,53.0,4.0,94.8571428571,3856.42857143,1561.42857143,1860.0,1622.85714286,1002.14285714,7.0,2535.71428571,1285.71428571,1290.0,5.0,0.0,1,1,1,1,1,1,3.0,1,1,1,1,1,1,1,1.0,1,1,1.0,1.0,1.00676490288,46.1259209645,4.0,86.3141326189,3753.85800402,1522.719357,1860.0,1561.5874079,988.024112525,7.0,2501.841929,1281.41326189,1290.0,5.0,0.0,2.5,1493,2,178529,1248
59,2.0,2.0,17.5,104.0,4.0,184.0,4325.0,1795.0,1680.0,1900.0,1525.0,5.0,2630.0,1550.0,1550.0,20.0,15.0,1,1,1,1,2,2,1.0,1,1,1,1,1,1,1,1.0,1,1,1.0,2.0,2.0,104.0,4.0,184.0,4325.0,1795.0,1680.0,1896.10169492,1521.10169492,5.0,2630.0,1550.0,1550.0,20.0,15.0,17.5,59,2,194450,30
21,3.0,1.5,6.5,78.0,4.0,142.0,4602.0,1725.0,1485.0,1610.0,1200.0,5.0,2602.0,1482.0,1462.0,8.0,5.0,1,1,1,1,1,1,1.0,1,1,1,1,1,1,1,1.0,1,1,1.0,3.0,1.5,78.0,4.0,142.0,4602.0,1725.0,1485.0,1610.0,1200.0,5.0,2602.0,1482.0,1462.0,8.0,5.0,6.5,21,2,198427,10
107,3.0,2.5,42.5,155.5,6.0,240.0,5039.0,1860.0,1492.0,2237.5,1757.5,5.0,3108.0,1600.0,1627.0,50.0,35.0,1,1,1,1,1,1,1.0,1,1,1,1,1,1,1,1.0,1,1,1.0,3.0,2.5,165.280373832,6.0,248.504672897,5039.0,1860.0,1492.0,2243.87850467,1763.87850467,5.0,3108.0,1600.0,1627.0,50.0,35.0,42.5,107,2,209945,206
1117,2.75,1.5,9.0,84.55,4.0,145.0,4307.5,1700.0,1460.0,1490.0,1074.0,5.0,2570.0,1505.5,1509.5,10.0,8.0,2,1,1,1,2,2,2.0,1,1,1,1,1,1,1,1.0,1,1,1.0,2.99283795882,1.48719785139,83.8010743062,4.0,143.719785139,4368.2094897,1700.0,1460.0,1483.45568487,1065.70188004,5.0,2570.0,1501.56580125,1505.56580125,10.0,8.0,9.0,1117,2,248352,1293
26,2.0,1.3,6.5,68.0,4.0,120.0,4360.0,1685.0,1820.0,1835.0,1235.0,7.5,2750.0,1425.0,1435.0,8.0,5.0,1,1,1,1,1,1,1.0,1,1,1,1,1,1,1,1.0,1,1,1.0,2.0,1.3,68.0,4.0,120.0,4360.0,1685.0,1820.0,1835.0,1235.0,7.5,2750.0,1425.0,1435.0,8.0,5.0,6.5,26,2,265980,64
650,3.0,1.9,30.0,126.5,4.33333333333,255.0,4870.0,1834.0,1472.0,2050.83333333,1514.16666667,5.0,2803.0,1577.0,1550.0,35.0,25.0,1,1,1,1,3,3,4.0,2,1,1,1,1,1,1,1.0,1,1,1.0,3.0,1.79507692308,120.166153846,4.02153846154,251.338461538,4870.0,1834.0,1472.0,2050.81538462,1511.03076923,5.0,2803.0,1577.0,1550.0,35.0,25.0,30.0,650,2,281301,745
276,2.0,2.24,17.5,122.0,4.0,208.4,4534.0,1820.0,1681.0,2076.0,1597.0,5.0,2620.0,1565.0,1565.0,20.0,15.0,1,1,1,1,1,1,2.0,1,2,1,1,1,1,1,1.0,1,1,1.0,2.0,2.23333333333,120.217391304,4.0,207.695652174,4531.95652174,1820.0,1680.48913043,2073.62318841,1593.42391304,5.0,2620.0,1565.0,1565.0,20.0,15.0,17.5,276,2,290854,260
272,3.0,2.0,22.5,131.2,4.0,240.0,4830.0,1856.0,1484.0,2020.0,1585.0,5.0,2737.0,1585.0,1587.0,25.0,20.0,1,1,1,1,1,2,3.0,2,1,1,1,1,1,1,1.0,1,1,1.0,3.0,2.02794117647,114.5625,4.0,201.764705882,4830.0,1856.0,1484.0,2001.59926471,1566.59926471,5.0,2737.0,1585.0,1587.0,25.0,20.0,22.5,272,2,291086,385
167,3.0,1.7,12.5,96.5,4.0,163.5,4545.0,1760.0,1490.0,1780.0,1296.25,5.0,2600.0,1530.0,1527.5,15.0,10.0,1,1,1,1,4,3,2.0,1,1,1,1,1,1,1,1.0,1,1,1.0,3.0,1.68023952096,95.2155688623,4.0,161.622754491,4545.0,1760.0,1490.0,1778.0239521,1293.56287425,5.0,2600.0,1530.98802395,1528.98203593,15.0,10.0,12.5,167,2,304458,275
248,3.0,1.5,17.5,85.0,4.0,182.5,4544.0,1760.0,1461.0,1895.0,1390.5,5.0,2578.0,1539.0,1528.0,20.0,15.0,1,1,1,1,3,3,2.0,2,1,1,1,1,1,1,1.0,1,1,1.0,3.0,1.54435483871,80.1209677419,4.0,165.866935484,4544.0,1760.0,1461.0,1890.80645161,1384.35483871,5.0,2578.0,1539.0,1528.0,20.0,15.0,17.5,248,2,321683,172
1571,3.0,1.66666666667,12.5,94.3333333333,4.0,160.666666667,4598.0,1797.0,1477.0,1796.66666667,1386.66666667,5.0,2685.0,1544.0,1558.0,15.0,10.0,1,1,1,1,2,2,2.0,1,1,1,1,1,1,1,1.0,1,1,1.0,3.0,1.63946530872,91.1565881604,4.0,156.686823679,4598.0,1797.0,1477.0,1788.02036919,1378.02036919,5.0,2685.0,1544.0,1558.0,15.0,10.0,12.5,1571,2,349023,2106
202,3.0,1.73333333333,12.5,92.3333333333,4.0,165.0,4665.0,1700.0,1510.0,1678.33333333,1226.66666667,5.0,2700.0,1475.0,1480.0,15.0,10.0,1,1,1,1,3,3,2.0,1,1,1,1,1,1,1,1.0,1,1,1.0,3.0,1.61782178218,86.8465346535,4.0,154.603960396,4665.0,1700.0,1510.0,1662.45049505,1204.45544554,5.0,2700.0,1475.0,1480.0,15.0,10.0,12.5,202,2,354068,322
154,3.0,1.6,12.5,78.0,4.0,142.0,4558.0,1805.0,1505.0,1786.0,1360.0,5.0,2612.0,1525.0,1522.0,15.0,10.0,1,1,1,1,2,2,1.0,1,1,1,1,1,1,1,1.0,1,1,1.0,3.0,1.6,78.0,4.0,142.0,4558.0,1805.0,1505.0,1788.18181818,1363.63636364,5.0,2612.0,1525.0,1522.0,15.0,10.0,12.5,154,2,379876,133
496,3.0,2.36,22.5,159.2,4.4,295.2,5000.0,1858.0,1497.4,2175.0,1755.0,5.0,2837.0,1565.0,1574.0,25.0,20.0,1,1,1,1,1,1,3.0,2,1,1,1,1,1,1,1.0,1,1,1.0,3.0,2.38225806452,139.842741935,4.03225806452,248.443548387,5000.0,1858.0,1496.72983871,2130.9375,1710.9375,5.0,2837.0,1565.0,1574.0,25.0,20.0,22.5,496,2,384924,570
